id_,created_at,tweetID,tweet,username,id_str,name,entity,likes,retweets,quotes,replies,sentiment,bidang,gender,link,imageUrl
296,2023-06-18 5:42:33,1670305981627260928,"Viral, pengendara mobil Hyundai Creta putih ugal-ugalan hingga menyerempet mobil lain, viral di media sosial. Peristiwa tersebut terjadi di Jalan Otista TVKU Semarang (@tvkusmg) on X Official Twitter Account of TVKU Semarang | TV Digital | more information https://t.co/vYicjQrwOG",tvkusmg,2601206347,TVKU Semarang,Hyundai,NULL,NULL,NULL,36,Negatif,NULL,NULL,https://twitter.com/tvkusmg,https://pbs.twimg.com/profile_images/1348838276266790913/kKOqfpbn_200x200.jpg
297,2023-06-06 5:33:32,1665955060063543297,Bagaimana Nasib SX4 S-Cross Usai Hilang dari Situs Suzuki Indonesia? #Ramadan http://dlvr.it/SqCrRzTranslate post,VIVAcoid,41730943,VivaCoid,Suzuki,4774864,12,1805346,0,Netral,NULL,NULL,https://twitter.com/VIVAcoid/status/1665955060063543297,https://pbs.twimg.com/media/Fx6pTGzacAEdcSH.jpg:large
298,2023-06-06 5:43:38,1665957600985505792,Ini dia 3 Sobat Shopee yang berhasil mendapatkan Mobil Wuling Air EV di Flash Sale Mobil Listrik dengan harga Rp1 di Promo Puncak Shopee 6.6 Mega Elektronik Sale! ? Mimin ucapkan selamat...,ShopeeID,2983890506,Shopee Indonesia,Wuling,936767,7,2138581,32,Positif,NULL,NULL,https://twitter.com/ShopeeID/status/1665957600985505792,https://pbs.twimg.com/media/Fx6rmtjagAAuQTf.jpg:large
299,2023-06-07 11:08:52,1666401834012119042,Serupa tapi tak sama! Tahukah kamu kalau Suzuki punya tiga jenis warna putih yang berbeda? ? Simak thread ini! #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,55984,35,34273,1,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1666401834012119042,https://pbs.twimg.com/profile_images/1670997078397558784/H9lEhaOq_200x200.jpg
300,2023-06-08 12:11:20,1666779944427593728,"Versi Facelift Meluncur, Daihatsu Setop Produksi Terios Model Lama",CNNIndonesia,17128975,CNN Indonesia,Daihatsu,4066386,12,798048,0,Negatif,NULL,NULL,https://mobile.twitter.com/CNNIndonesia/status/1666779944427593728,https://pbs.twimg.com/profile_images/669793728970682369/CaHHKPMc_200x200.png
301,2023-06-08 4:00:05,1666656316360896512,Beli Hyundai Stargazer dan Creta Berhadiah ONIQ 5,mediaindonesia,68930552,Media Indonesia,Hyundai,1765418,81,866043,0,Positif,NULL,NULL,https://twitter.com/mediaindonesia/status/1666656316360896512,https://pbs.twimg.com/profile_images/1743523592569229312/Am6sPQip_200x200.jpg
302,2023-06-08 11:04:54,1666763223352352768,"Pasti gajadi parkir karena liat mantan berkunjung di tempat yang sama dengan gebetan baru nya, ya? ?Translate post",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56173,35,34499,0,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1666763223352352768,https://pbs.twimg.com/profile_images/1670997078397558784/H9lEhaOq_200x200.jpg
303,2023-06-08 9:22:29,1666737452516806656,Polrestabes Surabaya Amankan Mobil Diduga Milik Mahasiswi ANTranslate post,e100ss,848614550,Radio Suara Surabaya,Mitsubishi,1086387,43,562914,5,Netral,NULL,NULL,https://mobile.twitter.com/e100ss/status/1666737452516806656,https://pbs.twimg.com/profile_images/1771807656652779520/e3czLkfv_200x200.jpg
304,2023-06-09 4:58:33,1667033416414662657,"Daihatsu Sampai Telepon Pemilik Xenia dan Rocky yang Kena Recall, Apa Bahayanya?Translate post",100kpjcom,1102793536221544449,100kpjcom,Daihatsu,6146,4,28832,0,Negatif,NULL,NULL,https://twitter.com/100kpjcom/status/1667033416414662657,https://pbs.twimg.com/profile_images/1367833003401965570/1PpIOy3Z_200x200.jpg
305,2023-06-09 7:00:02,1667063989011116032,"Mau mobil Honda Brio, motor, smartphone, pulsa Telkomsel, & saldo LinkAja total puluhan juta? Kuy, tukerin 1 #TelkomselPoin di http://tsel.id/uuh mulai 31 Mei - 4 Juli 2023! Makin banyak #PoinHepi...",Telkomsel,255409050,Telkomsel,Honda,1689522,55,6592533,5,Positif,NULL,NULL,https://twitter.com/Telkomsel/status/1667063989011116032,https://pbs.twimg.com/ext_tw_video_thumb/1667045017196838913/pu/img/DLXlgj-n9HeUNLPV.jpg:large
306,2023-06-09 5:28:03,1667040843491074048,"Mobil Honda Kembali Bermasalah, Pedal Gas PatahTranslate post",VIVAcoid,41730943,VivaCoid,Honda,4771421,12,1800380,0,Negatif,NULL,NULL,https://twitter.com/VIVAcoid/status/1667040843491074048,https://pbs.twimg.com/profile_images/1498613446505799688/UYXAa7Ab_200x200.jpg
307,2023-06-09 10:14:12,1667112855848771584,"Ada baik nya untuk dipindahkan pada saat kendaraan dalam kecepatan yang pelan atau menyesuaikan kontur jalan, ya?Translate post",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,55835,35,34100,0,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1667112855848771584,https://pbs.twimg.com/profile_images/1670997078397558784/H9lEhaOq_200x200.jpg
308,2023-06-09 11:01:30,1667124756125212674,Suzuki Family pernah merasa seperti ada sesuatu yang menghantam kaca atau bodi saat berkendara di tol? Bisa jadi itu Stone Chip! Simak arti dari Stone Chip di bawah ini. #Suzuki #SuzukiIndonesia...,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56326,34,34863,3,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1667124756125212674,https://pbs.twimg.com/media/FyLRILjakAAE8Wb.jpg:large
309,2023-06-10 6:05:35,1667412675478040581,Daihatsu Indonesia Tanggapi Permintaan Menperin untuk Hadirkan Mobil Listrik #TempoOtomotifTranslate post,tempodotco,18129942,tempo.co,Daihatsu,2253436,18,1329964,1,Netral,NULL,NULL,https://twitter.com/tempodotco/status/1667412675478040581,https://pbs.twimg.com/profile_images/1580466468629594112/Q-zcV6aQ_200x200.jpg
310,2023-06-10 4:51:02,1667393913823596544,Booking now,Nvasgta22,1667388631714263040,Nova Sagita,Honda,NULL,NULL,NULL,0,Netral,NULL,NULL,https://twitter.com/Nvasgta22,https://pbs.twimg.com/profile_images/1667388816443973632/RSLJ7yeQ_200x200.png
311,2023-06-10 10:57:40,1667486179808403456,"Suzuki Family, kapan terakhir kali kamu mengisi angin ban serep mobilmu? Walaupun fungsinya hanya sebagai ban sementara, ban serep juga perlu rutin diperhatikan agar awet dan layak digunakan...",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,55840,35,34071,0,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1667486179808403456,https://pbs.twimg.com/media/FyQZ1yyacAAmMd0.jpg:large
312,2024-02-14 7:08:25,1757663065729044530,Sik menang rasah umuk sik kalah rasah ngamuk,GalihIndoet,88947110,Galih Indra Nugraha,Daihatsu,NULL,NULL,NULL,3,Negatif,NULL,NULL,https://mobile.twitter.com/galihindoet,undefined:large
313,2023-06-11 11:05:45,1667850604306386945,Suzuki Family sejati pasti udah bisa tebak mobil ini dengan sekali lirikan mata. ? Coba jawab tebakannya di kolom reply dan ajak temen kamu buat jawab juga! #Suzuki #SuzukiIndonesia #SuzukiTeMan...,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56307,34,34970,5,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1667850604306386945,https://pbs.twimg.com/media/FyVlSGEaQAEIyrc.jpg:large
314,2023-06-11 7:30:27,1667796422018867209,"Dear mentemen. Adakah di sini yg pakai mobil Mitsubishi Xpander? Adikku sdg ngerjain skripsi & cari responden. Silakan isi survey-nya, bila berkenan. http://bit.ly/MitsubishiXpanderPenelitianSkrips...",Akarui_Cha,395653866,Akarui Cha,Mitsubishi,1700,1831,11965,0,Netral,NULL,NULL,https://twitter.com/Akarui_Cha/status/1667796422018867209,https://pbs.twimg.com/profile_images/1446797646673235971/c0fupOKR_200x200.jpg
315,2023-06-12 18:55:02,1668331090803830786,"Muhammad Rozikin (32) warga Kecamatan Ngaliyan, Kota Semarang ditetapkan sebagai tersangka kecelakaan maut di Ngaliyan Semarang. Dia adalah pengemudi truk yang terguling menimpa mobil Toyota...",SINDOnews,231355136,SINDOnews,Toyota,409963,187,1115952,0,Negatif,NULL,NULL,https://twitter.com/SINDOnews/status/1668331090803830786,https://pbs.twimg.com/profile_images/1657283286463582209/-8HSjERq_200x200.jpg
316,2023-06-12 1:59:19,1668075476831850496,Daimin baru selesai olahraga pagi~ Kalo Sahabat aktivitas paginya apa tuh? ?‍♂️Translate post,DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,235024,10952,52833,0,Netral,NULL,NULL,https://twitter.com/DaihatsuInd/status/1668075476831850496,https://pbs.twimg.com/profile_images/1447891799842779143/9fHut2AP_200x200.jpg
317,2023-06-12 6:51:05,1668148899792707587,"Rekaman video memperlihatkan mobil Honda HR-V dengan nomor polisi B 1142 DFP ditarik warga menggunakan tali, viral di media sosial.Translate post",kompascom,23343960,Kompas.com,Honda,8632382,29,2536660,11,Netral,NULL,NULL,https://twitter.com/kompascom/status/1668148899792707587,https://pbs.twimg.com/profile_images/1577144849437888514/d9x3nKN8_200x200.jpg
318,2023-06-12 9:41:04,1668191679541817344,"Terima kasih Suzuki Family! Senang bisa melayani para Suzuki Family, terkait kendala yang di hadapi. Terima kasih atas masukan yang diberikan untuk perkembangan layanan Suzuki Indonesia ?Transla...",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,55932,35,34195,0,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1668191679541817344,https://pbs.twimg.com/profile_images/1670997078397558784/H9lEhaOq_200x200.jpg
319,2023-06-12 11:06:01,1668213058907541504,Nggak cuma kuat dan tangguh! New Carry Pick Up juga punya front bumper yang membuat tampilannya semakin ganteng dan gagah. Dijamin pede meningkat drastis walau cuma nganter orderan buncis.?...,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56270,35,34605,3,Positif,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1668213058907541504,https://pbs.twimg.com/media/Fyau7u1aYAABMwY.jpg:large
320,2023-06-12 13:15:04,1668245534191276034,? Pengumuman pengundian #WulingEMAS (#ExcitingRamadanSale)! Anda siap? ? Tiba saatnya #WulingMotors akan mengundi hadiah emas hingga 50gr* bagi Keluarga Wuling yg sudah SPK mobil Wuling...,WulingMotorsID,757798365933383680,WulingMotorsID,Wuling,36061,205,12118,3,Positif,NULL,NULL,https://twitter.com/WulingMotorsID/status/1668245534191276034,https://pbs.twimg.com/ext_tw_video_thumb/1668244741635608577/pu/img/6rop8-h4MbnVgZXK.jpg:large
321,2023-06-13 0:46:35,1668419561945976832,"Kecelakaan lalu lintas dialami mobil Toyota Vios F 1334 DZ di Jalan Srengseng Sawah, Jakarta Selatan pada Selasa (13/6) pagi. #newsupdate #update #news #textTranslate post",kumparan,759692754985242625,kumparan,Toyota,1077764,3,1072667,0,Negatif,NULL,NULL,https://twitter.com/kumparan/status/1668419561945976832,https://pbs.twimg.com/profile_images/1777904276129624064/YWurU1PS_200x200.jpg
322,2023-06-13 12:00:04,1668589045969203202,Toyota Indonesia Resmikan Produksi dan Ekspor Yaris CrossTranslate post,mediaindonesia,68930552,Media Indonesia,Toyota,1770686,81,876229,0,Netral,NULL,NULL,https://twitter.com/mediaindonesia/status/1668589045969203202,https://pbs.twimg.com/profile_images/1743523592569229312/Am6sPQip_200x200.jpg
323,2023-06-13 2:12:47,1668441251576954880,"✨ Dp dan Cicilan Spesial ✨T-Care Yuk, langsung aja ketuk DM kita untuk jemput langsung mobil Toyota idaman kamu sekarang! Atau kamu juga bisa kunjungi dealer Setiajaya Toyota terdekat atau...",setiajayatoyota,2783597864,Setiajaya Toyota,Toyota,482,3,869,1,Positif,NULL,NULL,https://twitter.com/setiajayatoyota/status/1668441251576954880,https://pbs.twimg.com/profile_images/1349328572440186882/MMEfrkfy_200x200.jpg
324,2023-06-13 6:56:53,1668512747347410946,Toyota Mulai Ekspor Yaris Cross Hybrid ke 25 Negara,Beritasatu,154102750,BeritaSatu,Toyota,1078151,221,1080214,1,Netral,NULL,NULL,https://twitter.com/Beritasatu/status/1668512747347410946,https://pbs.twimg.com/profile_images/1670400265743376385/nUdqmHBU_200x200.jpg
325,2023-06-13 13:24:51,1668610384499179520,"Halo Sahabat Jogja, Daimin balik lagi nih! Ikuti workshop ""Amazing Career Starts Here"" bersama pembicara berpengalaman,Translate post",DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,NULL,NULL,NULL,1,Netral,NULL,NULL,https://twitter.com/i/status/1668610384499179520,https://pbs.twimg.com/media/FygYS4saIAUQomV.jpg:large
326,2023-06-13 11:09:14,1668576255804076035,"Bingung kenapa kampas kopling cepat habis? Mungkin kamu khilaf. ? Selain gaya berkendara yang perlu diperbaiki, Suzuki Family juga wajib rutin servis berkala di bengkel resmi Suzuki agar...",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56058,35,34401,4,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1668576255804076035,https://pbs.twimg.com/amplify_video_thumb/1668576132994826240/img/LuiZup2VAMCboX5m.jpg:large
327,2023-06-13 16:17:04,1668653724036923392,"Telah hilang kunci mobil mitsubishi beserta dompet stnk. Dengan nopol B 1602 SJL, a.n PT Darya Varia. Bagi yg menemukan minta tolong untuk DM saya, ada imbalan bagi yg menemukan, terimakasih...",merapi_uncover,1279804428724211712,Merapi Uncover,Mitsubishi,286829,906,35752,0,Negatif,NULL,NULL,https://twitter.com/merapi_uncover/status/1668653724036923392,https://pbs.twimg.com/profile_images/1576624105939677184/xvseDly6_200x200.jpg
328,2023-06-14 2:54:00,1668814015106260992,Hyundai Indonesia Siapkan Stargazer Varian Baru untuk Lawan Xpander Cross dan Suzuki XL7Translate post,jawapos,2392460208,Jawa Pos,Hyundai,563714,264,1151056,0,Netral,NULL,NULL,https://twitter.com/jawapos/status/1668814015106260992,https://pbs.twimg.com/profile_images/1783042568894451712/-Zr9TOKU_200x200.jpg
329,2023-04-25 9:48:45,1650798995198083072,"Image. 12 · Mandiri Daya Samudera · @mdsamudera. ·. Mar 31, 2023. Sewa Mobil Mitsubishi Triton Mulai dari 1.550K Hanya di PT. Mandiri Daya Samudera. Image. Mandiri Daya Samudera (@mdsamudera) on X Grand Galaxy City RSK 5 No 80 Jakasetia Bekasi Selatan",mdsamudera,1623214205297127424,Mandiri Daya Samudera,Mitsubishi,NULL,NULL,NULL,0,Netral,NULL,NULL,https://twitter.com/mdsamudera,https://pbs.twimg.com/profile_images/1623512350010781697/f5S8mDen_200x200.jpg
330,2023-06-15 4:59:05,1669207880564895745,Cuma 5 Bulan Lebih dari 87 Ribu Mobil Daihatsu Dibeli Orang RI #Ramadan http://dlvr.it/Sqhp46Translate post,VIVAcoid,41730943,VivaCoid,Daihatsu,4757065,11,1776514,1,Netral,NULL,NULL,https://twitter.com/VIVAcoid/status/1669207880564895745,https://pbs.twimg.com/media/Fyo3uJ6agAQpdKH.jpg:large
331,2023-06-15 4:10:34,1669195671067578368,Daihatsu Kuasai 20 Persen Pasar Mobil IndonesiaTranslate post,VIVAcoid,41730943,VivaCoid,Daihatsu,4774880,12,1805376,0,Positif,NULL,NULL,https://twitter.com/VIVAcoid/status/1669195671067578368,https://pbs.twimg.com/profile_images/1498613446505799688/UYXAa7Ab_200x200.jpg
332,2023-06-15 12:08:45,1669316007465467905,Pameran mobil Honda TSM Bandung #honda #hondaindonesia #Bandung #pameran,sahria_cecep,955259846827241473,Cecep sahria Honda Bandung Raya,Honda,6,95,115,0,Netral,NULL,NULL,https://twitter.com/sahria_cecep/status/1669316007465467905,https://pbs.twimg.com/media/FyqaDgIacAAPblq.jpg:large
333,2023-06-15 4:06:50,1669194729697988610,"Karet Suport ini penyakitnya honda sih, khususnya brio, mobilio, brv.. Pernah tanya di bengkel kaki-kaki harganya sepasang 600rb hmmm... Akhirnya cari di olshop,ketemu ini deh.. Tokonya recomended...",ntoneztu,598471743,•cancelan•,Honda,325,654,25645,0,Negatif,NULL,NULL,https://twitter.com/ntoneztu/status/1669194729697988610,https://pbs.twimg.com/profile_images/1624456876426682369/DdBjd0Vi_200x200.jpg
334,2023-06-15 8:55:02,1669267257363697665,"Coba Menyalip, Malah Kebablasan, Mobil Brio Kuning Berakhir Nyungsep ke Sawah Ring Road SragenTranslate post",Tribun_Solo,1255738688534790144,Tribun Solo,Honda,526,1,59844,0,Negatif,NULL,NULL,https://twitter.com/Tribun_Solo/status/1669267257363697665,https://pbs.twimg.com/profile_images/1483761447633317892/txJvMRdj_200x200.jpg
335,2023-06-15 12:38:27,1669323481857785856,"Kesaksian R, Sopir Brio yang Nyungsep ke Sawah Ring Road : Kurang Fokus, Mobil Terjun 1,5 MeterTranslate post",Tribun_Solo,1255738688534790144,Tribun Solo,Honda,528,1,59955,0,Negatif,NULL,NULL,https://twitter.com/Tribun_Solo/status/1669323481857785856,https://pbs.twimg.com/profile_images/1483761447633317892/txJvMRdj_200x200.jpg
336,2023-06-15 7:18:51,1669243054262460416,Waktunya untuk test drive! Kali ini rekan-rekan media akan mencoba langsung pengalaman berkendara eksklusif dari Suzuki New XL7 Hybrid.Translate post,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56328,34,34852,1,Positif,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1669243054262460416,https://pbs.twimg.com/media/FypXtSPaUAAm28i.jpg:large
337,2023-06-16 10:57:59,1669660586555363328,"Bukan sekedar untuk tempat penyaringan udara saja, filter udara mobil juga punya peran penting lainnya! Simak fungsi filter udara mobil yuk, Suzuki Family. #Suzuki #SuzukiIndonesia #SuzukiTeManBerk...",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,55915,35,34203,2,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1669660586555363328,https://pbs.twimg.com/media/FyvTdA7aIAEqWBC.jpg:large
338,2023-06-17 12:02:11,1670039133262077954,"April kemarin Tim Terios 7 Wonders menjelajahi Tangkahan, hidden paradise-nya Sumatera Utara! Tangkahan sendiri memiliki status sebagai World Heritage Park oleh UNESCO! Pantes aja ya, airnya...",DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,235107,10948,52963,1,Netral,NULL,NULL,https://twitter.com/DaihatsuInd/status/1670039133262077954,https://pbs.twimg.com/ext_tw_video_thumb/1670039075405824002/pu/img/3mRIc6lkNZrrgKgD.jpg:large
339,2023-06-18 2:51:59,1670263057174638592,Sepupu saya kecelakaan ditabrak lari oleh mobil honda crv putih dijalan dewi sartika jaktim hari selasa jam 20.35 wib hingga meninggal dunia. Menurut saksi ??????? ???' (@MrVidemark) on X ♡《???? ??? ??? ??? ????????》♡,MrVidemark,1163742209822216192,??????? ???',Honda,NULL,NULL,NULL,104,Negatif,NULL,NULL,https://twitter.com/MrVidemark,https://pbs.twimg.com/profile_images/1477297280289886216/F-TFrbXg_200x200.jpg
340,2023-06-17 7:33:18,1669971463120781313,Selain itu Suzuki Family juga bisa main Claw Machine untuk dapatkan mini snack buat jadi cemilan selama di Seaworld! ?Translate post,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56288,34,34922,1,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1669971463120781313,https://pbs.twimg.com/media/FyzuK6qaYAALMj6.jpg:large
341,2023-06-17 11:11:39,1670026415423770626,Buat yang yang bilang mobil ini cuma mungil doang. Tahu nggak kalo Jimny punya kelebihan yang oke punya!? Ini 3 kelebihan Suzuki Jimny yang bisa jadi mobil off road andalan Suzuki Family! #Suzuki...,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56266,35,34543,17,Positif,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1670026415423770626,https://pbs.twimg.com/media/Fy0gK9iaUAIwETq.jpg:large
342,2023-06-17 11:15:02,1670027267756691456,1. Lupa mematikan lampu interior kabin Terlalu lama membiarkan lampu kabin menyala dapat menguras energi aki secara konstan. Hal ini bisa menyebabkan aki mobil habis atau tekor hingga membuat...,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56063,35,34379,0,Negatif,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1670027267756691456,https://pbs.twimg.com/profile_images/1670997078397558784/H9lEhaOq_200x200.jpg
343,2023-06-17 12:54:44,1670052356053164032,"Memang betul tlh tjd laka tabrak belakang km 88 A pkl 14.32 antara pajero & wuling,disebab kan pengemudi pajero krg antisipasi sehingga menabrak mobil wuling yg ada di depannya.tidak ada korban.ang...",WawanSemangat,1472777383795064832,Wan,Wuling,6,9,57,0,Negatif,NULL,NULL,https://twitter.com/WawanSemangat/status/1670052356053164032,https://pbs.twimg.com/media/Fy03xIqacAEARqU.jpg:large
344,2023-06-18 10:28:20,1670377899491483650,"Kecelakaan lalu lintas melibatkan truk kontainer dan mobil Toyota Innova terjadi di Tol Tangerang KM 21, pada Minggu (18/6/2023) siang. Dalam sebuah video, tampak Innova rusak parah dan ringsek...",AboutTNG,2818687488,About Tangerang,Toyota,42544,0,95221,0,Negatif,NULL,NULL,https://twitter.com/AboutTNG/status/1670377899491483650,https://pbs.twimg.com/media/Fy5f2JnagAE9X1z.jpg:large
345,2023-06-18 2:01:24,1670250327654670336,Benda apa yang nggak bisa masuk kulkas? Jawaban paling lucu dan nggak masuk akal dapet merchandise dari Daimin!Translate post,DaihatsuInd,86864472,Daihatsu Indonesia,Daihatsu,234413,10938,53170,112,Positif,NULL,NULL,https://twitter.com/DaihatsuInd/status/1670250327654670336,https://pbs.twimg.com/media/Fy3r0YlWAAI7Qgz.jpg:large
346,2023-06-20 0:35:24,1670953461456973824,"Honda Indonesia · @hondaisme. ·. Dec 26, 2020. Tampilan yang menawan dan semakin impresif dari New Honda Civic Hatchback RS, membuat siapapun yang melihat ingin (@) on X Fakta.. 
Formula E sukses &amp; untung besar
Mandalika rugi &amp; tinggalkan utang

Yang setuju Anies ambil alih kemudi 2024 membalap ketertinggalan, silahkan retweet!!",donnywijaya10,507070928,donny wijaya,Honda,NULL,NULL,NULL,445,Netral,NULL,NULL,https://twitter.com/donnywijaya10,https://pbs.twimg.com/media/Fy37aDhaIAA3dcH.jpg:large
347,2023-06-14 2:54:39,1668814176712794112,Nissan XTRAIL T32 2015 sarung jok paten mbtech Camaro,jokmobilmaestro,1543383858,jok mobil maestro,Honda,NULL,NULL,NULL,0,Netral,NULL,NULL,https://twitter.com/jokmobilmaestro,https://pbs.twimg.com/profile_images/378800000073460741/1b7b4728e81181a700e94936204cdc7d_200x200.jpeg
348,2023-06-18 10:58:02,1670385374873653250,"Dua tipe orang berdasarkan angin yang dipilih untuk ngisi ban mobil! ? Kamu tipe yang mana nih, Suzuki Family? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGear Si Gak Mau Ribet...",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56266,35,34560,8,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1670385374873653250,https://pbs.twimg.com/media/Fy5mpGfaEAEB3Ge.jpg:large
349,2023-06-18 5:47:17,1670307173103190016,Kurang lebih terdapat 500 Suzuki Jimny dari 12 provinsi yang hadir pada acara hari ini. Suzuki Family ramai banget yang dateng ke sini!Translate post,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56321,34,34877,1,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1670307173103190016,https://pbs.twimg.com/media/Fy4fhPOaMAALIZF.jpg:large
350,2023-06-19 11:07:49,1670750227278741505,"Saking nyaman bertahun-tahun pake mobil Suzuki, sampe lupa harus rutin ganti ban! 🫣 Lalu, kapan sih waktu yang tepat untuk mengganti ban? Simak di sini ya, Suzuki Family! #Suzuki #SuzukiIndonesi...",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56309,34,34916,1,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1670750227278741505,https://pbs.twimg.com/amplify_video_thumb/1670750089994960897/img/ACTt4UT_CtQeMmIW.jpg:large
351,2023-06-20 15:36:00,1671180102514937857,"Polres Bogor Polda Jabar - Kecelakan lalu lintas terjadi di wilayah desa Sirnagalih Kecamatan Tamansari Kabupaten Bogor, yang mana dalam kecelakan tersebut sebuah mobil toyota avanza terguling...",humaspoldajbr,218742561,Humas Polda Jabar,Toyota,41318,4145,35734,0,Negatif,NULL,NULL,https://twitter.com/humaspoldajbr/status/1671180102514937857,https://pbs.twimg.com/media/FzE5cQyacAEBe6D.jpg:large
352,2023-06-20 17:11:02,1671204018310496256,"Aksi penipuan jual beli mobil kembali memakan korban, kali ini menimpa salah seorang keluarga anggota TNI di Tangsel. Korban bernama Januar Supriatna (36), menceritakan kronologi bagaimana...",AboutTNG,2818687488,About Tangerang,Honda,42589,0,95279,0,Negatif,NULL,NULL,https://twitter.com/AboutTNG/status/1671204018310496256,https://pbs.twimg.com/media/FzFPMmtaMAAU4sZ.jpg:large
353,2023-06-20 2:14:14,1670978334321438720,PROMO KHUSUS HYUNDAI JAKARTA BEKASI CENTER HARGA TERBAIK DAN PELAYANAN TERBAIK MELAYANI 3S -SALE -SERVICE -SPAREPART -TERIMA TUKAR TAMBAH SEMUA MEREK MOBIL HYUNDAI BEKASI JAKARTA CENTERTranslate post,KumanaAde,1468124213416398848,Hyundai Bekasi Jakarta Center,Hyundai,547,2991,364,0,Positif,NULL,NULL,https://twitter.com/KumanaAde/status/1670978334321438720,https://pbs.twimg.com/profile_images/1602222295233069060/zIjWNUhg_200x200.jpg
354,2023-06-21 11:16:43,1671477242948628480,"Jimny sih udah pasti ganteng dan gagah kalo di jalan. ? Tapi dari sekian banyak line up mobil Suzuki, mobil apa sih yang jadi dream car lo? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara...",SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56276,34,34960,3,Positif,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1671477242948628480,https://pbs.twimg.com/media/FzJHsNsaMAAqRkj.jpg:large
355,2023-06-20 11:18:03,1671115190451187713,Masih cari mobil untuk kebutuhan kuliah atau harian kamu? Mending beli mobil ini aja! Suzuki S-Presso siap temenin hari-hari kamu. ? Pastinya dengan promo liburan menarik dari Suzuki: ✅...,SuzukiIndonesia,214823582,Official Suzuki Indonesia,Suzuki,56034,35,34391,0,Netral,NULL,NULL,https://twitter.com/SuzukiIndonesia/status/1671115190451187713,https://pbs.twimg.com/amplify_video_thumb/1671115113108209666/img/tQTCy-nOw1k_bO69.jpg:large
356,2023-06-21 21:00:01,1671624034574901254,Mobil Toyota masuk daftar mobil yang cocok untuk keluarga. Mobil pabrikan ini terkenal karena kehandalannya. Irit dan bisa menampung banyak penumpang. #KilasTranslate post,mojokdotco,2388795571,Mojok.co,Toyota,282706,483,142312,0,Positif,NULL,NULL,https://twitter.com/mojokdotco/status/1671624034574901254,https://pbs.twimg.com/profile_images/1723736991777615872/jAdHc3CT_200x200.jpg
357,2024-04-30 0:06:22,1785098331603251615,Kalau nonton bola enaknya yang bagaimana?,dhimastjondro,41805056,Chandra Adi,Toyota,NULL,NULL,NULL,9,Netral,NULL,NULL,https://twitter.com/dhimastjondro,https://pbs.twimg.com/profile_images/3762515916/737d3a27341c6e4512df22c2c1903c5f_200x200.jpeg
